session_duration,command_count,failed_logins,common_commands_enc,label
41,3.8145270904232778,0.0,5,Other
58,5.767927779839452,2.0,5,Other
109,0.0,1.0,5,Other
197,3.929970294252529,1.859940588505058,5,Other
140,8.0,0.0,5,Other
107,2.8419484920683145,1.0,5,Other
115,5.911456589386382,1.0,5,Other
161,2.037596773206261,2.0,5,Other
24,1.0404373462869905,2.0,5,Other
108,5.161514414454656,1.4192427927726723,5,Other
4,4.271686971069004,0.0,5,Other
137,4.805137848073093,0.0,5,Other
46,4.0,1.0,5,Other
71,0.0,1.3272590723431559,5,Other
119,5.045038383269047,1.0,5,Other
103,5.929087228738581,2.0,5,Other
148,3.9933072759140416,2.0,5,Other
166,0.4673107665376526,1.4673107665376526,5,Other
58,8.108991370635353,0.0,5,Other
16,0.14717817830809865,0.8528218216919013,5,Other
89,8.715553315234242,0.0,5,Other
72,0.0,0.8217829310582103,5,Other
77,8.0,1.4454687086064528,5,Other
146,8.910339102057534,0.9103391020575343,5,Other
107,3.045100677220323,1.045100677220323,5,Other
2,0.0,1.0,5,Other
137,7.825109578378932,0.0,5,Other
140,0.2488751145937127,0.2488751145937127,5,Other
90,7.869247092678275,0.043584302440574985,5,Other
185,8.202010677856617,1.7979893221433834,5,Other
162,2.0,2.0,5,Other
95,1.5885542289732455,0.0,5,Other
130,3.0353389698398368,2.0,5,Other
189,1.115801021868497,2.0,5,Other
189,1.600798446442198,1.399201553557802,5,Other
90,7.711171901525812,0.09627603282472952,5,Other
18,3.0432603607465643,1.989184909813359,5,Other
148,2.5132943542127517,2.0,5,Other
113,2.194959228448682,1.935013590517106,5,Other
195,6.39367905429805,0.8031604728509749,5,Other
84,0.16217426471675456,1.1621742647167546,5,Other
199,1.0,1.769430804194981,5,Other
186,9.0,0.1693574822493754,5,Other
59,6.879661237965004,1.7593224759300081,5,Other
31,0.0,2.0,5,Other
74,1.0,1.2318187770175009,5,Other
162,0.07346387485322725,0.07346387485322725,5,Other
146,8.042729737016675,0.042729737016674374,5,Other
162,5.521382912618103,1.8262056957939659,5,Other
170,2.0,1.0,5,Other
188,1.0,2.0,5,Other
157,2.2163240230365533,0.43264804607310703,5,Other
73,0.5182603666763922,0.5182603666763922,5,Other
42,2.597274072430341,0.0,5,Other
5,0.5250315008602682,1.5250315008602682,5,Other
30,6.260233367951527,0.7397666320484727,5,Other
127,8.030495848629451,1.0304958486294518,5,Other
121,7.017627318262747,1.0,5,Other
137,8.996335775806724,0.0,5,Other
17,5.205127703907593,0.10256385195379614,5,Other
134,6.53661925178438,0.0,5,Other
48,5.885313085324407,1.3770626170648814,5,Other
19,6.495743208184457,0.7478716040922285,5,Other
198,1.0348651602338248,1.0,5,Other
6,1.0,1.7898428824556798,5,Other
183,0.0,0.27974636716415247,5,Other
51,1.9148641955474146,2.0,5,Other
47,7.044151169598101,1.6088302339196203,5,Other
195,6.90816250057474,0.5459187497126299,5,Other
183,4.0,0.0,5,Other
85,0.9556233364667632,1.9556233364667632,5,Other
197,4.443419399958977,2.0,5,Other
149,3.035422368418545,0.07084473683709014,5,Other
148,6.670948634630129,2.0,5,Other
108,4.13682102336202,1.93158948831899,5,Other
74,6.529574690953094,0.7352126545234527,5,Other
130,3.5627819211550538,2.0,5,Other
188,3.4947018120782296,0.2526490939608851,5,Other
122,7.984753580545922,0.994917860181974,5,Other
189,1.6957142928497502,1.3042857071502498,5,Other
85,0.9512164183268269,1.951216418326827,5,Other
2,0.0,1.0,5,Other
73,5.9242439451841,1.0,5,Other
187,1.0,2.0,5,Other
110,0.0,0.10552006903193256,5,Other
184,7.982950670290096,2.0,5,Other
189,1.938482973760765,2.0,5,Other
88,0.0,1.0,5,Other
18,6.032158040887233,0.5160790204436166,5,Other
189,2.0,1.09348628055542,5,Other
183,7.286043174241278,1.571318941919574,5,Other
186,4.0,0.0,5,Other
46,4.0,0.45622109200260075,5,Other
74,1.0,1.1355071196926514,5,Other
137,8.733909918953701,0.0,5,Other
127,0.4787396878195851,2.0,5,Other
169,1.7363216081030939,1.0,5,Other
84,3.735856596766004,0.0,5,Other
42,2.157340659702526,0.0,5,Other
28,6.839599894669928,1.839599894669928,5,Other
40,2.0,0.6659911212547621,5,Other
8,1.7160700939030527,0.0,5,Other
127,9.0,1.8601807010194773,5,Other
144,2.0,2.0,5,Other
126,0.0,1.3010092619604123,5,Other
5,4.189221539785006,0.0,5,Other
109,0.0,1.0,5,Other
96,0.07736942363018517,0.0,5,Other
176,0.46547000876998357,0.46547000876998357,5,Other
51,1.2418570395437367,2.0,5,Other
34,7.98970965849057,1.9948548292452852,5,Other
183,0.0,0.3601061651837998,5,Other
189,1.2286251615249235,1.7713748384750765,5,Other
190,2.091298690730632,1.9087013092693679,5,Other
159,8.0,1.0011201114801094,5,Other
188,4.887636529920486,0.887636529920486,5,Other
41,2.4867283924301304,0.0,5,Other
149,4.517376661395816,2.0,5,Other
186,9.0,0.8068671354127069,5,Other
126,0.0,1.0840982244679847,5,Other
189,1.3264335765032929,1.6735664234967071,5,Other
87,5.4401556876911705,0.5598443123088295,5,Other
160,6.2316877135605155,2.0,5,Other
151,8.246609276026403,0.0,5,Other
76,8.0,0.990927595347275,5,Other
89,5.5439617385004745,0.8186794204998418,5,Other
130,2.614653845720426,2.0,5,Other
189,6.850028844796745,2.0,5,Other
84,2.9447168437853475,0.01842771873821747,5,Other
125,0.5677592161074877,1.0,5,Other
184,6.3197569945175625,2.0,5,Other
183,5.215697577109607,1.2156975771096068,5,Other
75,8.0,0.1794973234238334,5,Other
108,0.7389034978484426,1.0,5,Other
46,4.0,0.7888069818707443,5,Other
119,2.3475069506151334,1.8262465246924333,5,Other
165,0.7708541085409898,1.77085410854099,5,Other
160,2.947297888256338,1.894595776512676,5,Other
88,0.16637758693227234,1.1663775869322723,5,Other
148,2.2290157074678643,1.541968585064271,5,Other
6,3.125716013807888,0.0,5,Other
185,8.526426111564911,0.947147776870177,5,Other
147,7.057920460558798,2.0,5,Other
35,6.149388835515708,1.0746944177578541,5,Other
108,5.704829318397295,1.1475853408013523,5,Other
46,4.0,0.990148372750647,5,Other
84,5.028156771560264,0.0,5,Other
31,0.8919166140206429,1.5540416929896785,5,Other
186,8.647573643401907,1.3524263565980923,5,Other
30,6.81120828154291,0.5943958592285453,5,Other
127,8.232775479188756,1.2327754791887564,5,Other
86,0.934373855425987,1.934373855425987,5,Other
170,2.0,1.0,5,Other
72,0.3718335292387246,1.6281664707612755,5,Other
77,8.0,1.8187856433570937,5,Other
3,0.2525087496883822,1.2525087496883822,5,Other
170,0.002058959691266793,1.0,5,Other
164,1.8410617167232435,2.0,5,Other
89,8.531460583231416,0.0,5,Other
189,1.05569636504217,1.94430363495783,5,Other
147,7.897806380306281,2.0,5,Other
146,8.145790225538434,0.14579022553843402,5,Other
109,0.0,1.0,5,Other
73,0.8259207657998966,1.1740792342001034,5,Other
76,8.0,0.7016255690100074,5,Other
73,5.679894329344943,1.0,5,Other
130,3.454354439966391,2.0,5,Other
189,1.769946316968566,1.230053683031434,5,Other
109,0.0,1.0,5,Other
89,5.395837032403121,0.8680543225322929,5,Other
174,4.1102900396796045,0.0,5,Other
109,0.0,1.0,5,Other
197,3.2687299330263144,0.5374598660526289,5,Other
8,1.0,0.18095097810436322,5,Other
148,2.2852798158150027,2.0,5,Other
17,0.10643858318937438,1.0354795277297915,5,Other
160,2.7600940784380974,1.5201881568761944,5,Other
175,5.230804950476359,0.8845975247618205,5,Other
58,5.68804800950487,0.6239039809902609,5,Other
140,2.6414854808762547,1.6792572595618727,5,Other
197,1.724422672614117,1.275577327385883,5,Other
148,2.7458370120309645,0.5083259759380714,5,Other
22,0.4007182870974253,2.0,5,Other
170,2.0,1.0,5,Other
71,4.0,0.28507595979775235,5,Other
88,0.0,1.0,5,Other
54,1.5284675398974872,1.0,5,Other
90,6.629698417369875,0.45676719421004186,5,Other
149,5.681508523441471,2.0,5,Other
16,0.2037012492762742,0.7962987507237258,5,Other
140,3.8176710191876166,1.0911644904061917,5,Other
2,5.153658038161113,0.15365803816111268,5,Other
3,4.5463063653947176,0.0,5,Other
34,7.060708787456512,1.5303543937282562,5,Other
146,8.017861892478319,0.017861892478319374,5,Other
89,8.796797827864028,0.0,5,Other
58,8.117496079969566,0.0,5,Other
3,0.0,1.0,5,Other
30,6.032488736386222,0.9675112636137777,5,Other
140,8.0,0.0,5,Other
183,4.0,0.0,5,Other
140,2.0,2.0,5,Other
125,1.598327265122427,1.598327265122427,5,Other
18,6.214612896525343,0.6073064482626712,5,Other
31,0.0,2.0,5,Other
125,1.558412672583198,1.558412672583198,5,Other
145,8.0,0.0,5,Other
127,0.16082546907819006,2.0,5,Other
138,8.651519466802265,0.0,5,Other
122,7.022223608143776,0.6740745360479251,5,Other
113,3.7707918166568675,1.4097360611143777,5,Other
88,0.0,1.0,5,Other
127,9.0,0.03129718519419211,5,Other
118,2.0,2.0,5,Other
189,2.0,1.4645985966358102,5,Other
19,2.0413698790779757,2.0,5,Other
164,1.6044549161200314,2.0,5,Other
108,0.07590044438793031,1.0,5,Other
74,7.44377525585387,0.27811237207306494,5,Other
148,3.313967715128986,2.0,5,Other
72,0.0,0.48588146477755334,5,Other
137,8.952648638038717,0.0,5,Other
89,5.27654404104608,0.9078186529846402,5,Other
197,1.724285308126412,1.275714691873588,5,Other
199,1.0,1.250838360898717,5,Other
74,7.708155851929709,0.14592207403514545,5,Other
130,5.205584808985331,1.7944151910146686,5,Other
103,5.283618007376657,2.0,5,Other
54,1.9816323630594601,1.0,5,Other
74,1.0,0.5176436184484084,5,Other
30,6.210349579918868,0.7896504200811314,5,Other
149,4.692033135289679,2.0,5,Other
127,9.0,0.4483905284140879,5,Other
42,2.9412375042323866,0.0,5,Other
36,5.710334911414634,1.0,5,Other
31,0.0,2.0,5,Other
74,8.0,0.1174665141804,5,Other
25,5.669965862238315,1.0825085344404213,5,Other
127,9.0,0.35097190620633234,5,Other
85,0.6421986490717286,1.6421986490717286,5,Other
77,8.0,1.6779052977806646,5,Other
133,7.977466386314786,0.0,5,Other
148,2.4017181797245883,2.0,5,Other
73,0.6931939408226809,1.306806059177319,5,Other
119,5.642881456019733,1.0,5,Other
88,0.041183495279271676,1.0411834952792716,5,Other
66,1.3407709167088244,2.0,5,Other
53,1.096900051289346,0.951549974355327,5,Other
117,0.2484399334561187,1.1242199667280595,5,Other
130,3.2075573946299234,2.0,5,Other
195,7.5947766373769365,0.8104467252461278,5,Other
140,2.0,2.0,5,Other
7,2.8388325245968176,0.0,5,Other
46,4.0,0.29883588633731384,5,Other
72,0.0,0.12959636940108066,5,Other
73,0.9473504626310387,0.0,5,Other
189,2.0,1.3746953397860522,5,Other
199,1.0,1.2165772740583853,5,Other
7,2.836773957643474,0.0,5,Other
189,1.4843984475740406,2.0,5,Other
170,2.0,1.0,5,Other
114,2.0,2.0,5,Other
15,0.4025241373680699,0.5974758626319301,5,Other
121,7.567665106837724,1.0,5,Other
148,6.519096168551015,2.0,5,Other
130,4.9184917878150545,2.0,5,Other
85,5.836000519010502,0.16399948098949724,5,Other
15,8.561392783510462,1.5613927835104615,5,Other
24,1.4496531197481166,2.0,5,Other
184,4.0,0.0,5,Other
171,1.3005883717469078,1.0,5,Other
110,0.0,0.4792789285762873,5,Other
32,1.6157420219422427,1.0,5,Other
95,1.6709825621853378,0.0,5,Other
151,8.05963481460667,0.0,5,Other
86,0.7442790655949556,1.7442790655949556,5,Other
147,8.871832778973122,1.128167221026879,5,Other
165,3.1326893320872222,1.4336553339563889,5,Other
2,0.0,1.0,5,Other
159,7.676654911706395,1.1616725441468025,5,Other
74,1.0,0.0208611392915381,5,Other
18,4.38694792305068,1.65326301923733,5,Other
199,1.0,1.3323146253551088,5,Other
15,0.5424786357193675,0.4575213642806325,5,Other
187,1.0,2.0,5,Other
54,2.918473510447573,0.0815264895524267,5,Other
86,5.596738638876168,0.4032613611238318,5,Other
9,4.897194375388384,0.7794388750776767,5,Other
46,4.0,0.5816002113323473,5,Other
133,7.796421719657757,0.0,5,Other
118,2.0,2.0,5,Other
140,2.0,2.0,5,Other
5,4.078438897026047,0.03921944851302306,5,Other
48,6.920463169265296,1.5840926338530592,5,Other
84,0.1537547079809507,1.1537547079809507,5,Other
96,0.7424703635881098,0.0,5,Other
189,6.793949104002742,2.0,5,Other
127,9.0,0.46455222386643946,5,Other
56,9.0,0.0,5,Other
122,6.629901570089865,0.5433005233632884,5,Other
182,0.0,1.02799173561745,5,Other
47,4.0,0.5880583780900792,5,Other
161,5.029394445756507,2.0,5,Other
34,7.208969660301969,1.6044848301509846,5,Other
16,2.212377427122343,1.212377427122343,5,Other
17,1.793170695767593,1.5977235652558643,5,Other
182,1.585912189211263,0.4140878107887369,5,Other
83,2.310018677664217,0.6899813223357829,5,Other
190,2.0078666836593277,1.9921333163406723,5,Other
133,7.283854528608645,0.0,5,Other
170,2.0,1.0,5,Other
130,1.8484585443966113,2.0,5,Other
18,6.068374385959503,0.5341871929797515,5,Other
199,1.0,1.8359980637812094,5,Other
30,6.76420790604079,0.23579209395920986,5,Other
108,5.552000414070859,1.2239997929645705,5,Other
130,1.78406945074277,2.0,5,Other
189,1.6018553836620084,1.3981446163379916,5,Other
110,0.0,0.3674594667736939,5,Other
41,3.6271513628110656,0.0,5,Other
160,7.02523041041161,2.0,5,Other
161,3.826062349295394,2.0,5,Other
74,7.861734427626761,0.06913278618661944,5,Other
107,3.4371653888168265,1.4371653888168265,5,Other
28,7.0,1.8052132148928957,5,Other
188,5.189958401839357,1.189958401839357,5,Other
16,6.628326400672872,0.8141632003364363,5,Other
189,1.5794148993435009,1.4205851006564991,5,Other
4,4.33737872099168,0.0,5,Other
19,6.809476984090748,0.9047384920453737,5,Other
57,5.347876754469562,1.3042464910608758,5,Other
19,6.375703886607106,0.6878519433035529,5,Other
41,3.600954053862889,0.0,5,Other
58,5.8579862539227054,0.28402749215458845,5,Other
188,3.9909695958704496,0.009030404129550251,5,Other
105,4.646349466637578,1.4115873666593945,5,Other
137,4.7961419403003225,0.0,5,Other
30,7.6033402236564385,0.0,5,Other
161,5.237027857108336,2.0,5,Other
159,8.0,1.234674038261551,5,Other
18,2.6511290089822577,2.0,5,Other
74,6.884048747565715,0.5579756262171425,5,Other
109,0.0,1.0,5,Other
134,6.5512224261685965,0.0,5,Other
84,5.008171204378084,0.0,5,Other
119,4.291513136489503,1.0,5,Other
3,0.0,1.0,5,Other
30,7.175768742220773,0.41211562888961306,5,Other
6,1.0,1.8971667097028675,5,Other
160,6.5050555641508385,2.0,5,Other
189,1.6407492520837543,2.0,5,Other
47,4.0,1.0,5,Other
7,2.8166144729346483,0.0,5,Other
146,8.356732053040002,0.35673205304000166,5,Other
140,2.932976149400609,1.5335119252996956,5,Other
132,6.563580659690059,0.43641934030994123,5,Other
183,4.589228811775593,0.5892288117755928,5,Other
164,2.4463686465125853,2.0,5,Other
58,8.728432355348337,0.27156764465166217,5,Other
73,0.4418597504061371,0.0,5,Other
87,5.460094160497787,0.5399058395022125,5,Other
161,3.068375531878316,2.0,5,Other
18,2.960078941071485,2.0,5,Other
125,1.1229708085296268,1.1229708085296268,5,Other
2,5.537738175144707,0.7688690875723534,5,Other
148,6.948303162758473,2.0,5,Other
127,8.280005933673827,1.2800059336738274,5,Other
148,2.22470117697268,1.55059764605464,5,Other
174,3.1800104374727236,1.639979125054553,5,Other
108,4.177111168446483,1.9114444157767587,5,Other
164,1.8966910428759842,2.0,5,Other
119,4.830658599114822,1.0,5,Other
72,4.623584268266809,1.0,5,Other
107,1.807863034606797,1.0,5,Other
96,1.0402058368158535,0.0,5,Other
83,0.3140322640170159,1.314032264017016,5,Other
177,1.0,1.0,5,Other
108,4.646261314140557,1.6768693429297215,5,Other
150,6.0807067557889605,1.9461954961406929,5,Other
137,4.259663310913596,0.0,5,Other
140,8.0,0.0,5,Other
3,0.0,1.0,5,Other
124,2.0,1.6573465118790847,5,Other
140,1.0644899776525982,1.0644899776525982,5,Other
55,9.0,0.0,5,Other
57,5.132714653819278,1.7345706923614452,5,Other
147,7.856457637960607,2.0,5,Other
29,7.0,0.12036041614631654,5,Other
38,3.068404326634633,1.0,5,Other
30,6.837618105337679,0.1623818946623209,5,Other
161,4.623301832468798,2.0,5,Other
46,4.0,0.26917052512912365,5,Other
177,0.15616384479217393,0.15616384479217393,5,Other
77,8.0,1.2345612933348287,5,Other
149,4.073306334359202,2.0,5,Other
95,1.7446934752715682,0.0,5,Other
131,6.3232647007422935,0.6767352992577065,5,Other
151,7.042737425198939,0.0,5,Other
148,2.7485935342795855,2.0,5,Other
54,2.017515990862062,0.9824840091379378,5,Other
86,0.7558527095776257,1.7558527095776257,5,Other
95,0.16912280865829454,0.0,5,Other
108,4.270782328089926,1.8646088359550368,5,Other
127,9.0,0.46296127095241757,5,Other
85,0.886890180923427,1.886890180923427,5,Other
126,8.591020743392807,0.0,5,Other
54,2.0813222030064957,0.9186777969935043,5,Other
148,3.201219085092472,2.0,5,Other
113,2.1773739309858056,1.940875356338065,5,Other
127,0.8268388837118774,2.0,5,Other
72,0.0,0.6660569660181854,5,Other
29,6.422814763288252,1.422814763288252,5,Other
46,4.0,1.0,5,Other
55,9.0,0.0,5,Other
54,1.604953922690541,1.0,5,Other
15,8.68188844638188,1.6818884463818806,5,Other
164,2.866438667527645,2.0,5,Other
46,4.0,1.0,5,Other
90,8.247572237384427,0.0,5,Other
189,2.0,1.9095183047129494,5,Other
118,2.0,2.0,5,Other
82,1.2182192635314995,1.7817807364685005,5,Other
26,6.650511647791716,1.6505116477917157,5,Other
96,0.46961827088843067,0.0,5,Other
186,9.0,0.9256748308807118,5,Other
41,3.4381723464119878,0.0,5,Other
160,7.802751299176888,2.0,5,Other
197,4.366326522876017,2.0,5,Other
19,6.365608566469203,0.6828042832346014,5,Other
117,1.737801251081142,1.868900625540571,5,Other
47,4.0,0.6243277481182735,5,Other
195,6.812522901758877,0.5937385491205616,5,Other
170,2.649074658794393,0.3509253412056069,5,Other
161,3.656762455770162,2.0,5,Other
89,8.630208748329144,0.0,5,Other
150,6.609831805498694,0.0,5,Other
170,2.0,1.0,5,Other
148,2.6195802957672023,0.7608394084655954,5,Other
189,1.4515002783485231,1.5484997216514769,5,Other
138,8.403514525014579,0.0,5,Other
189,7.63706066548642,2.0,5,Other
47,4.0,1.0,5,Other
4,0.01466705704626381,1.014667057046264,5,Other
53,1.4129382922988492,1.0,5,Other
189,1.8315556148572805,2.0,5,Other
109,0.0,0.6425759689471896,5,Other
170,1.518688655845732,1.0,5,Other
161,3.999109381738517,2.0,5,Other
120,6.915272670040523,1.0,5,Other
165,3.951478559665991,1.0485214403340088,5,Other
140,1.6943347227451484,1.6943347227451484,5,Other
58,5.91423651595147,0.17152696809706014,5,Other
128,0.8137662883195864,2.0,5,Other
159,8.0,1.1089183418467314,5,Other
86,0.8510081440298053,1.8510081440298052,5,Other
148,6.526623797268959,2.0,5,Other
88,0.0,1.0,5,Other
74,1.0,1.5233045249588408,5,Other
107,1.8169040285449494,1.0,5,Other
160,5.549414238430454,2.0,5,Other
198,1.2531242838641772,1.0,5,Other
174,6.146472721297823,0.0,5,Other
5,0.5212341324853343,1.5212341324853345,5,Other
113,2.532819743548826,1.822393418817058,5,Other
140,2.861724183076067,1.5691379084619665,5,Other
38,2.4131428406395106,1.0,5,Other
17,3.1425605401103276,1.8574394598896722,5,Other
161,2.0453399699666925,2.0,5,Other
40,2.0,0.3453069185686518,5,Other
189,2.0,1.3800745089372053,5,Other
117,1.6056917468542453,1.8028458734271227,5,Other
17,3.9583664588872,1.0416335411128002,5,Other
134,8.194558323185301,0.0,5,Other
157,2.166331607743142,0.3326632154862843,5,Other
126,0.0,1.3826482425870257,5,Other
197,5.430745826254646,2.0,5,Other
125,1.3299039653890583,1.3299039653890583,5,Other
15,8.07039412257801,1.0703941225780107,5,Other
34,7.06452042667808,1.5322602133390402,5,Other
82,0.5809320532627977,1.5809320532627977,5,Other
74,1.0,1.0896263391549421,5,Other
140,2.564728428182741,1.7176357859086295,5,Other
31,0.0,2.0,5,Other
140,3.9534504773251578,1.0232747613374211,5,Other
46,4.0,0.8231740155956603,5,Other
170,2.5224810405161184,0.4775189594838817,5,Other
127,0.876777345827834,2.0,5,Other
189,2.0,1.140584206719411,5,Other
117,1.5995621908480433,1.7997810954240216,5,Other
130,2.446244611388901,2.0,5,Other
110,0.0,0.2952782892203101,5,Other
2,5.7934072581478375,0.7934072581478373,5,Other
151,8.44431466035777,0.37045689309481933,5,Other
164,2.0822475108286227,2.0,5,Other
189,2.0,1.424527425196362,5,Other
199,1.0,1.9129610374123414,5,Other
74,1.0,0.1842513564957191,5,Other
17,1.879470950884837,1.6264903169616125,5,Other
89,8.52649919415378,0.0,5,Other
73,0.8876956555887808,0.0,5,Other
74,1.0,1.0025840148449823,5,Other
95,1.6379852057932975,0.0,5,Other
140,8.0,0.0,5,Other
51,1.0,1.5935385691231472,5,Other
140,8.0,0.0,5,Other
59,6.35339408657714,0.7067881731542798,5,Other
31,0.0,2.0,5,Other
58,5.6392274808894,0.7215450382211996,5,Other
73,6.1882177904244795,1.0,5,Other
88,5.230055299748321,0.7699447002516789,5,Other
197,5.330088826189848,2.0,5,Other
118,2.0,2.0,5,Other
46,4.0,0.697939498165205,5,Other
183,0.0,0.5360838648287309,5,Other
188,1.0,2.0,5,Other
41,3.3285753304693855,0.0,5,Other
184,0.19047002423155823,0.38094004846311647,5,Other
110,0.0,0.23334386479959401,5,Other
160,6.299407935913916,2.0,5,Other
15,8.576055187086698,1.576055187086698,5,Other
119,4.305967601657125,1.0,5,Other
146,8.235235584801984,0.2352355848019848,5,Other
190,2.1307403753489473,1.8692596246510527,5,Other
137,4.581324103100453,0.0,5,Other
170,2.535358101842661,0.46464189815733914,5,Other
41,3.1784459652277723,0.0,5,Other
127,8.375456427902408,1.375456427902408,5,Other
57,9.0,0.0,5,Other
165,3.793813835481574,1.2061861645184264,5,Other
95,0.3620392066840299,0.0,5,Other
189,2.0,1.2568838476457147,5,Other
84,4.896046458061255,0.0,5,Other
84,5.824636157674338,0.0,5,Other
137,3.141774393527102,0.14177439352710186,5,Other
151,8.450919491999748,0.0,5,Other
69,0.8059061662086167,2.0,5,Other
169,1.351682490174752,1.0,5,Other
184,4.0,0.0,5,Other
51,2.108418170845542,2.0,5,Other
84,0.8264494458041458,0.7245168513986181,5,Other
72,7.968357816468835,1.0,5,Other
140,2.0,2.0,5,Other
73,0.8187070571192328,0.8187070571192328,5,Other
182,0.0,1.2064388204267444,5,Other
174,5.988318601733739,0.0,5,Other
73,0.09447520767032613,0.0,5,Other
114,2.0,2.0,5,Other
42,2.2648954472367335,0.0,5,Other
3,0.0,1.0,5,Other
73,5.191501456377914,1.0,5,Other
128,0.4011879140389827,2.0,5,Other
57,5.366956079204801,1.2660878415903987,5,Other
186,9.0,0.656439525224296,5,Other
69,0.7656884332087064,2.0,5,Other
138,3.4424099364806695,0.4424099364806695,5,Other
30,7.663726226502844,0.16813688674857796,5,Other
174,3.669602616133962,0.6607947677320762,5,Other
41,3.069931605709434,0.0,5,Other
182,2.719663552343668,0.0,5,Other
148,2.728852563499815,0.5422948730003696,5,Other
30,7.185623983306845,0.4071880083465773,5,Other
77,8.0,1.3198680688965485,5,Other
28,7.0,1.5383416216919759,5,Other
74,1.0,0.45685864488036865,5,Other
197,3.6193502743618646,1.8096751371809323,5,Other
164,2.9476611242134916,2.0,5,Other
185,8.37847642348587,1.621523576514131,5,Other
151,8.274111456308017,0.0,5,Other
31,1.990960981408514,1.004519509295743,5,Other
174,5.339057053592926,0.0,5,Other
74,6.667139098944401,0.6664304505277996,5,Other
4,0.4195249932833254,1.4195249932833254,5,Other
107,2.7336978176766946,1.0,5,Other
177,0.9616657359548132,0.9616657359548132,5,Other
174,3.634960045591033,0.7300799088179337,5,Other
83,2.5096756398816957,0.4903243601183045,5,Other
170,2.0,1.0,5,Other
31,0.0,2.0,5,Other
159,8.0,1.5773108866038106,5,Other
185,8.178193556098913,1.6436128878021736,5,Other
130,2.9962899607217715,2.0,5,Other
162,0.6017062167065101,0.6017062167065101,5,Other
73,0.9812363743443039,0.0,5,Other
96,1.0502269129875628,0.0,5,Other
30,6.382526280244008,0.6174737197559917,5,Other
177,1.0,1.0,5,Other
73,0.9741646286280156,0.0,5,Other
95,0.02002635592582447,0.0,5,Other
96,1.4743604500144862,0.0,5,Other
119,5.537199609577017,1.0,5,Other
114,2.0,2.0,5,Other
94,1.3284415563869627,0.0,5,Other
164,2.90707085562061,2.0,5,Other
73,5.48590546713584,1.0,5,Other
164,2.212098011707735,2.0,5,Other
170,2.86468619203354,0.13531380796645975,5,Other
164,2.3915135873402087,2.0,5,Other
18,6.013676863640965,0.5068384318204826,5,Other
110,0.0,0.1593040206189803,5,Other
25,6.06310903307915,1.0631090330791502,5,Other
120,6.2352980569471175,1.0,5,Other
88,0.0,1.0,5,Other
46,4.0,1.0,5,Other
72,4.761819051021974,1.0,5,Other
94,0.6536782314109965,0.0,5,Other
52,2.5218893356054686,1.7609446678027343,5,Other
198,1.490275753248302,1.0,5,Other
126,8.650572216465793,0.0,5,Other
159,8.0,1.2797035384714792,5,Other
77,8.0,1.9423870191022332,5,Other
188,2.2533266765523043,0.8733366617238478,5,Other
118,2.0,2.0,5,Other
56,5.854896172971622,1.572551913514189,5,Other
47,4.0,0.5745873823177666,5,Other
165,3.5665753621714185,1.4334246378285815,5,Other
197,3.6089572369418255,1.2179144738836511,5,Other
168,1.0023059983640195,1.0,5,Other
33,1.397178777429211,1.0,5,Other
41,2.9205347624801146,0.0,5,Other
168,1.2559001055452716,1.0,5,Other
89,8.674303806409048,0.0,5,Other
197,1.5324811925594262,1.4675188074405738,5,Other
29,6.2785779326712685,1.2785779326712683,5,Other
84,0.1412780492755058,1.1412780492755057,5,Other
157,2.2119824909022388,0.42396498180447706,5,Other
124,1.18126499592573,1.0,5,Other
151,7.645055955692831,0.0,5,Other
171,2.02289382497612,0.9771061750238798,5,Other
159,8.0,1.153791149668031,5,Other
139,8.22361443449631,0.0,5,Other
130,3.0853542242108256,2.0,5,Other
47,4.0,1.0,5,Other
46,4.336346297618726,1.0672692595237452,5,Other
108,5.15032670099325,1.424836649503375,5,Other
88,0.0,1.0,5,Other
197,3.686272308805904,1.372544617611808,5,Other
17,4.212741888866751,0.7872581111332488,5,Other
15,8.443207901529881,1.7216039507649403,5,Other
189,8.694784881878117,2.0,5,Other
31,1.6586648102825674,1.1706675948587164,5,Other
72,8.0,0.682468552123263,5,Other
9,1.2360123619935282,0.047202472398705675,5,Other
17,4.650401534831136,0.3495984651688637,5,Other
30,7.33369311416496,0.0,5,Other
73,0.12176191112527479,0.12176191112527479,5,Other
18,6.043531953903855,0.5217659769519277,5,Other
163,1.0122151096935017,1.0122151096935017,5,Other
15,8.76744864163462,1.76744864163462,5,Other
109,0.0,0.920034605640698,5,Other
189,8.330170891415078,2.0,5,Other
89,5.48814020849758,0.877964947875605,5,Other
35,6.811418498876451,1.4057092494382253,5,Other
175,1.0,1.0,5,Other
197,2.8761051925980423,0.12389480740195746,5,Other
134,6.722247376250738,0.0,5,Other
114,2.0,2.0,5,Other
165,1.0006650122409788,2.0,5,Other
84,3.0530634288397716,0.0,5,Other
160,7.20510632768573,2.0,5,Other
125,1.3647982191445296,1.3647982191445296,5,Other
198,1.3864608411591473,1.0,5,Other
52,1.871117818642235,1.4355589093211174,5,Other
103,3.0,1.8082175444081394,5,Other
174,3.788244649334522,0.4235107013309567,5,Other
164,1.4846015870188647,2.0,5,Other
41,3.5085070886877263,0.0,5,Other
15,8.619497751407588,1.6194977514075877,5,Other
47,4.0,1.0,5,Other
137,7.708988467473237,0.0,5,Other
